transaction_id,customer_id,amount_inr,previous_success_rate,previous_failures,days_since_last_payment,customer_tenure_days,is_returning_customer,checkout_time_sec,payment_method,failure_reason,retry_count,action,recovered,recovered_amount,recovery_probability_true
TX013174,C02674,11811,0.991,0,66,964,0,178,NetBanking,authentication_failed,0,reminder,1,11811,0.5302
TX013175,C02675,8066,0.691,2,74,60,1,302,Wallet,timeout,2,payment_link,1,8066,0.4412
TX013176,C02676,26745,0.598,1,75,524,0,228,UPI,bank_decline,2,retry,1,26745,0.2605
TX013177,C02677,16792,0.213,4,39,352,1,362,UPI,authentication_failed,2,payment_link,1,16792,0.2725
TX013178,C02678,29589,0.565,0,13,1473,1,293,UPI,insufficient_funds,2,reminder,0,0,0.2798
TX013179,C02679,29072,0.43,0,20,457,0,102,UPI,insufficient_funds,2,reminder,0,0,0.1241
TX013180,C02680,13737,0.557,1,103,1067,1,57,UPI,insufficient_funds,2,payment_link,1,13737,0.401
TX013181,C02681,8174,0.388,3,82,10,0,323,UPI,insufficient_funds,0,reminder,0,0,0.3759
TX013182,C02682,6453,0.99,3,110,248,1,368,UPI,timeout,2,reminder,1,6453,0.4914
TX013183,C02683,21098,0.387,5,176,490,0,77,Card,bank_decline,2,payment_link,0,0,0.044
TX013184,C02684,2265,0.73,0,46,747,0,254,UPI,authentication_failed,0,reminder,0,0,0.4953
TX013185,C02685,19501,0.222,5,158,506,0,150,Wallet,timeout,2,payment_link,0,0,0.0842
TX013186,C02686,9062,0.527,1,153,583,1,357,UPI,authentication_failed,1,reminder,1,9062,0.3613
TX013187,C02687,20151,0.995,5,152,450,0,166,Card,bank_decline,0,retry,0,0,0.438
TX013188,C02688,9129,0.507,3,87,1182,0,242,UPI,technical_error,2,reminder,0,0,0.2254
TX013189,C02689,16779,0.275,1,124,1480,0,337,UPI,insufficient_funds,2,payment_link,0,0,0.1299
TX013190,C02690,29469,0.742,4,21,200,0,82,Card,authentication_failed,1,reminder,1,29469,0.2999
TX013191,C02691,22272,0.885,1,56,1411,1,253,NetBanking,timeout,2,payment_link,1,22272,0.4387
TX013192,C02692,3452,0.234,2,157,230,1,122,UPI,insufficient_funds,2,retry,0,0,0.1517
TX013193,C02693,11386,0.694,0,75,1461,1,34,UPI,timeout,1,retry,0,0,0.5888
TX013194,C02694,16165,0.266,0,60,648,0,403,UPI,timeout,2,retry,0,0,0.2898
TX013195,C02695,28119,0.836,5,139,1056,1,49,UPI,technical_error,2,retry,0,0,0.3816
TX013196,C02696,16065,0.687,5,148,739,1,239,Card,authentication_failed,0,payment_link,0,0,0.5481
TX013197,C02697,17102,0.858,0,111,44,0,376,UPI,authentication_failed,2,reminder,0,0,0.2918
TX013198,C02698,9740,0.958,1,34,315,0,64,UPI,technical_error,2,reminder,0,0,0.3493
TX013199,C02699,10275,0.797,0,28,1292,0,146,UPI,timeout,0,payment_link,0,0,0.5821
TX013200,C02700,13668,0.84,2,37,1255,1,301,UPI,timeout,2,payment_link,1,13668,0.4605
TX013201,C02701,19239,0.545,0,49,299,1,394,UPI,insufficient_funds,1,payment_link,1,19239,0.4856
TX013202,C02702,22618,0.453,4,104,1272,1,258,UPI,bank_decline,0,reminder,1,22618,0.4564
TX013203,C02703,20624,0.948,2,132,1346,1,358,UPI,timeout,1,retry,1,20624,0.5429
TX013204,C02704,7026,0.451,4,121,949,1,137,UPI,technical_error,0,retry,1,7026,0.4782
TX013205,C02705,27595,0.903,4,128,701,1,346,UPI,insufficient_funds,2,retry,0,0,0.2425
TX013206,C02706,20537,0.57,2,53,1108,1,207,Card,bank_decline,1,payment_link,0,0,0.3875
TX013207,C02707,19152,0.218,3,58,94,1,345,NetBanking,timeout,2,payment_link,1,19152,0.2644
TX013208,C02708,25663,0.677,3,21,567,1,353,NetBanking,bank_decline,0,retry,0,0,0.5069
TX013209,C02709,15770,0.801,3,124,220,0,279,UPI,bank_decline,2,retry,1,15770,0.2812
TX013210,C02710,25148,0.22,0,172,1129,1,158,UPI,insufficient_funds,1,payment_link,1,25148,0.291
TX013211,C02711,10721,0.991,0,14,395,0,237,UPI,insufficient_funds,2,retry,1,10721,0.3146
TX013212,C02712,28733,0.47,5,106,931,0,91,UPI,bank_decline,0,reminder,0,0,0.3167
TX013213,C02713,12881,0.566,4,72,315,1,169,Card,insufficient_funds,2,reminder,0,0,0.347
TX013214,C02714,19609,0.795,5,64,63,1,145,UPI,technical_error,0,retry,0,0,0.6042
TX013215,C02715,8738,0.666,5,8,329,0,141,NetBanking,timeout,1,payment_link,1,8738,0.4415
TX013216,C02716,18824,0.578,3,58,1211,1,138,UPI,insufficient_funds,0,retry,0,0,0.3865
TX013217,C02717,18682,0.973,0,9,845,0,280,NetBanking,technical_error,0,reminder,1,18682,0.4977
TX013218,C02718,3764,0.305,0,118,537,1,207,UPI,technical_error,0,payment_link,1,3764,0.5303
TX013219,C02719,25865,0.775,4,178,1124,1,261,Card,timeout,0,retry,1,25865,0.5335
TX013220,C02720,22785,0.212,3,92,1034,0,117,NetBanking,insufficient_funds,1,payment_link,1,22785,0.2782
TX013221,C02721,17864,0.815,2,45,327,0,95,Card,insufficient_funds,0,reminder,0,0,0.4567
TX013222,C02722,21299,0.772,4,87,804,0,402,Card,authentication_failed,1,retry,0,0,0.251
TX013223,C02723,6249,0.528,1,111,415,1,267,Card,bank_decline,2,reminder,0,0,0.3628
TX013224,C02724,21382,0.531,2,156,1130,0,121,UPI,bank_decline,0,reminder,1,21382,0.2832
TX013225,C02725,1284,0.657,4,138,932,1,412,UPI,technical_error,0,payment_link,1,1284,0.5588
TX013226,C02726,6232,0.921,4,2,485,0,112,UPI,technical_error,0,retry,1,6232,0.593
TX013227,C02727,26366,0.325,0,31,74,0,343,UPI,timeout,0,reminder,0,0,0.2855
TX013228,C02728,29719,0.509,4,90,664,1,181,UPI,technical_error,1,retry,1,29719,0.4236
TX013229,C02729,8997,0.568,2,101,1085,1,306,Card,timeout,2,retry,0,0,0.5031
TX013230,C02730,22800,0.483,3,20,440,0,405,Card,timeout,1,retry,1,22800,0.384
TX013231,C02731,20726,0.393,3,160,1415,0,147,UPI,authentication_failed,1,retry,0,0,0.0671
TX013232,C02732,22983,0.589,1,4,695,1,62,UPI,authentication_failed,1,payment_link,1,22983,0.463
TX013233,C02733,28374,0.469,2,98,622,0,311,UPI,bank_decline,2,payment_link,0,0,0.1178
TX013234,C02734,9367,0.672,4,151,402,1,368,Card,timeout,2,payment_link,0,0,0.3507
TX013235,C02735,28209,0.547,2,153,930,1,59,UPI,insufficient_funds,0,reminder,0,0,0.3803
TX013236,C02736,16288,0.865,1,53,733,1,40,UPI,bank_decline,0,retry,1,16288,0.597
TX013237,C02737,16733,0.869,2,136,293,1,85,Card,timeout,1,retry,1,16733,0.5364
TX013238,C02738,14241,0.636,1,12,1478,0,93,Card,technical_error,2,reminder,1,14241,0.2411
TX013239,C02739,27412,0.9,1,63,402,1,24,Card,bank_decline,0,retry,1,27412,0.5624
TX013240,C02740,28297,0.607,1,96,345,0,189,Wallet,bank_decline,2,retry,0,0,0.2568
TX013241,C02741,12200,0.484,5,58,231,0,333,NetBanking,timeout,0,reminder,1,12200,0.3867
TX013242,C02742,4261,0.66,4,48,162,0,165,Card,timeout,2,reminder,0,0,0.2878
TX013243,C02743,28229,0.881,0,170,1024,0,52,UPI,bank_decline,0,retry,0,0,0.3738
TX013244,C02744,4340,0.636,2,0,779,1,374,UPI,timeout,1,reminder,1,4340,0.4907
TX013245,C02745,20428,0.842,4,82,280,0,176,UPI,insufficient_funds,0,payment_link,1,20428,0.574
TX013246,C02746,11590,0.483,5,179,1454,1,273,UPI,insufficient_funds,1,payment_link,1,11590,0.4189
TX013247,C02747,2595,0.733,1,168,1109,0,364,Card,bank_decline,2,retry,0,0,0.3149
TX013248,C02748,29060,0.652,3,137,310,1,17,UPI,bank_decline,0,reminder,1,29060,0.4063
TX013249,C02749,24402,0.724,0,28,642,0,418,NetBanking,technical_error,1,retry,0,0,0.4051
TX013250,C02750,10290,0.556,1,149,1374,0,22,Card,authentication_failed,2,retry,0,0,0.0945
TX013251,C02751,4987,0.304,4,44,1342,0,222,Card,timeout,1,reminder,0,0,0.2752
TX013252,C02752,18272,0.213,1,170,233,0,175,NetBanking,authentication_failed,0,payment_link,0,0,0.3066
TX013253,C02753,29912,0.27,3,37,1119,0,309,UPI,timeout,2,retry,0,0,0.236
TX013254,C02754,8235,0.257,2,167,1257,1,107,Card,authentication_failed,1,retry,0,0,0.179
TX013255,C02755,1672,0.54,4,137,654,0,153,Card,bank_decline,1,reminder,1,1672,0.2745
TX013256,C02756,4796,0.502,0,146,320,0,166,UPI,technical_error,1,reminder,0,0,0.2514
TX013257,C02757,22759,0.704,2,62,947,0,21,NetBanking,technical_error,1,retry,1,22759,0.4061
TX013258,C02758,27832,0.964,1,40,277,1,317,NetBanking,bank_decline,1,retry,1,27832,0.5186
TX013259,C02759,4744,0.532,4,21,719,1,23,UPI,bank_decline,2,payment_link,0,0,0.33
TX013260,C02760,612,0.46,1,28,909,1,57,UPI,technical_error,1,payment_link,0,0,0.4764
TX013261,C02761,16294,0.694,5,170,1046,1,201,UPI,bank_decline,2,retry,0,0,0.3491
TX013262,C02762,16215,0.619,0,44,766,1,217,UPI,bank_decline,1,retry,0,0,0.4685
TX013263,C02763,11290,0.242,2,137,127,1,178,NetBanking,insufficient_funds,1,payment_link,0,0,0.3526
TX013264,C02764,6044,0.832,4,3,1279,1,288,NetBanking,bank_decline,1,reminder,1,6044,0.5388
TX013265,C02765,26283,0.482,5,96,79,0,286,NetBanking,timeout,0,payment_link,0,0,0.4298
TX013266,C02766,25090,0.637,3,129,960,0,150,Card,insufficient_funds,0,reminder,1,25090,0.298
TX013267,C02767,8362,0.72,5,11,742,0,214,UPI,insufficient_funds,1,reminder,1,8362,0.3782
TX013268,C02768,6396,0.945,1,25,761,0,62,Card,authentication_failed,2,reminder,1,6396,0.359
TX013269,C02769,21658,0.455,3,54,731,0,297,Card,technical_error,0,reminder,0,0,0.3408
TX013270,C02770,12524,0.573,2,42,1015,0,82,UPI,insufficient_funds,1,retry,1,12524,0.2503
TX013271,C02771,28220,0.897,5,84,1192,0,158,UPI,timeout,2,retry,1,28220,0.4183
TX013272,C02772,26096,0.958,0,170,42,1,53,UPI,insufficient_funds,2,retry,0,0,0.2639
TX013273,C02773,2112,0.784,0,96,970,1,19,NetBanking,timeout,1,reminder,1,2112,0.5411
TX013274,C02774,8727,0.861,4,87,1250,0,78,Card,authentication_failed,1,reminder,0,0,0.4162
TX013275,C02775,21479,0.227,2,72,519,1,150,UPI,insufficient_funds,0,retry,1,21479,0.2776
TX013276,C02776,1843,0.662,4,125,58,1,39,UPI,insufficient_funds,0,retry,1,1843,0.398
TX013277,C02777,2699,0.443,3,146,1071,1,124,UPI,timeout,1,payment_link,1,2699,0.4232
TX013278,C02778,7901,0.678,1,148,807,0,304,UPI,authentication_failed,0,payment_link,0,0,0.4782
TX013279,C02779,23408,0.706,0,14,208,1,105,UPI,insufficient_funds,1,payment_link,0,0,0.514
TX013280,C02780,29170,0.523,5,121,1386,0,419,Card,insufficient_funds,1,payment_link,0,0,0.2598
TX013281,C02781,25737,0.887,0,70,217,1,411,UPI,timeout,2,reminder,1,25737,0.3854
TX013282,C02782,7106,0.852,3,127,381,1,366,UPI,authentication_failed,2,payment_link,1,7106,0.4101
TX013283,C02783,4349,0.247,3,121,288,1,46,Card,timeout,0,payment_link,0,0,0.4718
TX013284,C02784,5552,0.912,5,127,283,0,200,UPI,authentication_failed,1,payment_link,0,0,0.4432
TX013285,C02785,26549,0.794,0,52,997,0,110,UPI,insufficient_funds,0,retry,0,0,0.3161
TX013286,C02786,20953,0.88,1,93,837,0,72,NetBanking,timeout,2,reminder,0,0,0.2826
TX013287,C02787,13258,0.444,5,14,807,0,234,UPI,timeout,2,payment_link,0,0,0.2513
TX013288,C02788,16387,0.525,1,66,340,0,220,Card,authentication_failed,1,payment_link,1,16387,0.3715
TX013289,C02789,9391,0.797,5,93,238,1,188,UPI,bank_decline,1,reminder,1,9391,0.5156
TX013290,C02790,21737,0.893,2,161,1013,1,133,Card,insufficient_funds,0,payment_link,0,0,0.6031
TX013291,C02791,28972,0.435,0,139,697,0,170,UPI,timeout,1,retry,0,0,0.2659
TX013292,C02792,19557,0.745,5,78,893,1,274,UPI,authentication_failed,1,reminder,0,0,0.4604
TX013293,C02793,11649,0.514,1,119,702,0,56,UPI,authentication_failed,1,retry,0,0,0.2173
TX013294,C02794,8659,0.576,5,97,972,0,99,UPI,technical_error,1,reminder,1,8659,0.3366
TX013295,C02795,6450,0.591,5,133,833,0,284,UPI,authentication_failed,1,reminder,0,0,0.2697
TX013296,C02796,22964,0.509,4,78,1342,0,334,Card,technical_error,0,retry,1,22964,0.4107
TX013297,C02797,10025,0.911,5,4,6,0,343,Card,timeout,1,payment_link,0,0,0.505
TX013298,C02798,13988,0.869,2,24,174,1,407,Card,technical_error,2,payment_link,0,0,0.4274
TX013299,C02799,27162,0.235,3,140,1105,0,57,UPI,technical_error,2,payment_link,0,0,0.03
TX013300,C02800,28613,0.251,0,4,1304,0,144,UPI,insufficient_funds,1,retry,0,0,0.0958
TX013301,C02801,29526,0.264,3,117,77,0,265,Card,timeout,2,retry,0,0,0.2358
TX013302,C02802,473,0.317,2,0,886,1,355,NetBanking,bank_decline,2,reminder,0,0,0.3269
TX013303,C02803,13761,0.372,4,100,1395,0,151,UPI,authentication_failed,1,payment_link,1,13761,0.3391
TX013304,C02804,11876,0.358,1,10,15,0,237,UPI,technical_error,0,payment_link,0,0,0.4127
TX013305,C02805,14914,0.427,2,146,1091,0,204,UPI,technical_error,1,payment_link,0,0,0.2299
TX013306,C02806,15521,0.512,3,101,1456,0,359,UPI,authentication_failed,2,retry,0,0,0.1413
TX013307,C02807,18023,0.779,4,16,11,1,283,UPI,bank_decline,0,payment_link,0,0,0.566
TX013308,C02808,17915,0.678,0,162,646,0,305,UPI,bank_decline,2,reminder,0,0,0.1582
TX013309,C02809,25220,0.3,1,77,1460,1,354,UPI,insufficient_funds,1,reminder,1,25220,0.3131
TX013310,C02810,19346,0.738,0,171,683,0,307,NetBanking,technical_error,2,payment_link,0,0,0.1893
TX013311,C02811,470,0.665,2,130,1157,0,149,UPI,bank_decline,0,retry,0,0,0.4243
TX013312,C02812,9189,0.202,2,154,606,1,39,Card,technical_error,0,payment_link,0,0,0.3998
TX013313,C02813,23910,0.895,5,155,552,1,157,UPI,timeout,1,reminder,1,23910,0.405
TX013314,C02814,23007,0.366,4,127,296,0,282,NetBanking,technical_error,0,reminder,0,0,0.2305
TX013315,C02815,29181,0.601,2,69,613,0,257,UPI,bank_decline,1,reminder,0,0,0.2616
TX013316,C02816,16483,0.615,5,78,161,1,77,Card,insufficient_funds,1,retry,0,0,0.3463
TX013317,C02817,12279,0.246,3,3,516,1,130,NetBanking,technical_error,2,payment_link,0,0,0.2598
TX013318,C02818,29496,0.316,0,43,740,0,84,Wallet,insufficient_funds,0,reminder,0,0,0.2705
TX013319,C02819,13246,0.337,2,98,1261,0,346,UPI,bank_decline,2,payment_link,0,0,0.1414
TX013320,C02820,4895,0.937,0,170,201,0,363,UPI,authentication_failed,1,payment_link,0,0,0.4528
TX013321,C02821,28740,0.919,2,112,32,0,350,UPI,bank_decline,2,payment_link,1,28740,0.2424
TX013322,C02822,12200,0.906,1,80,1250,0,127,NetBanking,insufficient_funds,0,payment_link,1,12200,0.6249
TX013323,C02823,12325,0.398,0,50,104,0,94,UPI,authentication_failed,0,retry,1,12325,0.2421
TX013324,C02824,22886,0.534,3,65,246,0,215,UPI,authentication_failed,1,payment_link,0,0,0.348
TX013325,C02825,11427,0.636,4,175,1428,0,320,UPI,authentication_failed,0,payment_link,0,0,0.4524
TX013326,C02826,26484,0.244,5,179,1034,1,114,Card,timeout,1,retry,0,0,0.3224
TX013327,C02827,25806,0.308,5,86,1465,0,242,UPI,authentication_failed,1,payment_link,0,0,0.273
TX013328,C02828,5682,0.579,5,161,516,1,130,UPI,timeout,1,retry,1,5682,0.4994
TX013329,C02829,14301,0.288,5,90,1185,1,107,UPI,bank_decline,0,payment_link,1,14301,0.4434
TX013330,C02830,2557,0.569,5,162,840,0,93,UPI,timeout,1,retry,1,2557,0.4091
TX013331,C02831,19479,0.624,2,157,649,0,261,UPI,insufficient_funds,0,payment_link,0,0,0.4368
TX013332,C02832,12651,0.224,0,34,1346,1,78,Card,bank_decline,2,reminder,0,0,0.2521
TX013333,C02833,8734,0.82,1,44,480,1,147,UPI,bank_decline,0,retry,1,8734,0.6147
TX013334,C02834,935,0.509,5,45,898,1,53,Card,timeout,0,payment_link,1,935,0.6388
TX013335,C02835,20466,0.58,4,15,838,1,338,UPI,bank_decline,1,retry,1,20466,0.4405
TX013336,C02836,1860,0.725,3,168,640,0,205,NetBanking,bank_decline,1,payment_link,1,1860,0.3256
TX013337,C02837,11163,0.897,2,58,665,1,75,Card,timeout,0,retry,0,0,0.7065
TX013338,C02838,15674,0.327,1,40,822,0,363,Card,timeout,0,payment_link,0,0,0.4289
TX013339,C02839,23549,0.343,3,147,839,1,169,UPI,timeout,2,retry,1,23549,0.3018
TX013340,C02840,9865,0.707,3,13,105,1,192,Card,insufficient_funds,0,payment_link,0,0,0.6785
TX013341,C02841,14877,0.912,2,125,1324,1,206,Card,insufficient_funds,2,retry,0,0,0.2959
TX013342,C02842,23286,0.374,5,28,898,1,45,NetBanking,bank_decline,0,reminder,1,23286,0.4316
TX013343,C02843,27596,0.574,4,138,867,0,279,Card,technical_error,0,payment_link,1,27596,0.3303
TX013344,C02844,25046,0.232,2,99,973,1,371,Card,technical_error,1,reminder,0,0,0.2948
TX013345,C02845,16513,0.207,3,74,260,0,198,Card,technical_error,0,retry,1,16513,0.3519
TX013346,C02846,5210,0.942,5,173,445,0,339,UPI,authentication_failed,1,retry,0,0,0.2829
TX013347,C02847,25753,0.811,0,26,382,1,265,Card,technical_error,0,retry,1,25753,0.5841
TX013348,C02848,23438,0.757,2,151,338,1,411,UPI,insufficient_funds,1,retry,0,0,0.2782
TX013349,C02849,13325,0.243,2,68,1036,0,43,Card,technical_error,0,retry,0,0,0.3747
TX013350,C02850,21426,0.76,3,74,651,1,166,UPI,technical_error,1,retry,0,0,0.5271
TX013351,C02851,20144,0.775,3,79,456,1,166,UPI,technical_error,0,retry,0,0,0.5964
TX013352,C02852,4537,0.471,1,95,284,1,310,UPI,timeout,0,payment_link,0,0,0.6137
TX013353,C02853,8158,0.847,5,24,1009,1,115,UPI,timeout,0,retry,0,0,0.7045
TX013354,C02854,25812,0.998,5,37,65,0,305,Card,authentication_failed,0,reminder,1,25812,0.4762
TX013355,C02855,17672,0.399,1,94,1037,0,76,UPI,bank_decline,1,reminder,0,0,0.251
TX013356,C02856,2080,0.23,4,121,740,0,128,Card,insufficient_funds,2,reminder,1,2080,0.0961
TX013357,C02857,19957,0.431,3,115,1374,0,347,UPI,authentication_failed,1,payment_link,0,0,0.3309
TX013358,C02858,11543,0.742,2,113,918,1,237,UPI,bank_decline,2,payment_link,1,11543,0.3616
TX013359,C02859,5890,0.92,2,51,301,0,196,UPI,insufficient_funds,0,reminder,0,0,0.534
TX013360,C02860,4812,0.953,2,168,1166,0,252,Card,authentication_failed,1,retry,0,0,0.2876
TX013361,C02861,16405,0.85,2,121,1267,1,154,Card,timeout,2,reminder,0,0,0.3324
TX013362,C02862,9507,0.69,0,154,220,0,352,Card,timeout,0,payment_link,0,0,0.4752
TX013363,C02863,27666,0.369,5,27,522,1,32,UPI,timeout,0,payment_link,0,0,0.4927
TX013364,C02864,9159,0.455,5,60,1311,1,300,Card,technical_error,1,payment_link,1,9159,0.4408
TX013365,C02865,6212,0.367,3,118,256,0,416,UPI,bank_decline,2,retry,1,6212,0.2779
TX013366,C02866,2328,0.662,3,106,459,1,112,UPI,technical_error,0,reminder,1,2328,0.596
TX013367,C02867,14749,0.277,1,7,1226,1,191,UPI,authentication_failed,0,reminder,1,14749,0.4386
TX013368,C02868,6973,0.836,3,156,35,1,395,Card,authentication_failed,2,retry,0,0,0.2862
TX013369,C02869,25152,0.716,2,104,562,0,159,Wallet,technical_error,2,payment_link,0,0,0.2399
TX013370,C02870,20285,0.836,2,8,886,0,215,UPI,bank_decline,2,reminder,0,0,0.2729
TX013371,C02871,12896,0.768,2,36,690,0,373,Card,authentication_failed,2,payment_link,0,0,0.3435
TX013372,C02872,28964,0.732,5,37,777,0,401,UPI,technical_error,1,reminder,0,0,0.2991
TX013373,C02873,1091,0.453,3,132,750,1,88,NetBanking,authentication_failed,2,reminder,0,0,0.2825
TX013374,C02874,5623,0.925,1,56,849,1,382,UPI,insufficient_funds,2,reminder,0,0,0.4765
TX013375,C02875,15858,0.811,5,165,283,1,354,Wallet,timeout,1,retry,1,15858,0.5236
TX013376,C02876,4701,0.298,1,35,446,0,341,NetBanking,technical_error,0,reminder,1,4701,0.3646
TX013377,C02877,13974,0.385,5,61,1183,0,156,UPI,technical_error,2,retry,0,0,0.2919
TX013378,C02878,1577,0.278,1,89,775,0,380,Card,authentication_failed,1,payment_link,0,0,0.3615
TX013379,C02879,27845,0.742,0,30,1319,1,375,UPI,technical_error,1,retry,1,27845,0.4964
TX013380,C02880,23771,0.563,0,76,32,1,194,Card,timeout,0,retry,0,0,0.5626
TX013381,C02881,19985,0.388,3,100,1169,0,185,UPI,timeout,2,retry,1,19985,0.3087
TX013382,C02882,29796,0.765,0,135,107,0,39,UPI,insufficient_funds,2,reminder,0,0,0.135
TX013383,C02883,23338,0.289,5,6,955,0,306,Card,technical_error,2,payment_link,0,0,0.1276
TX013384,C02884,9243,0.99,1,10,46,1,100,UPI,timeout,2,retry,1,9243,0.6202
TX013385,C02885,11167,0.964,4,118,332,1,382,UPI,authentication_failed,0,payment_link,1,11167,0.7253
TX013386,C02886,18470,0.279,5,141,1460,0,341,UPI,technical_error,1,reminder,1,18470,0.1342
TX013387,C02887,26909,0.743,0,16,555,1,206,UPI,technical_error,0,reminder,1,26909,0.5204
TX013388,C02888,10012,0.689,0,36,1469,1,94,Wallet,technical_error,2,retry,1,10012,0.4929
TX013389,C02889,24887,0.442,0,124,581,1,177,Card,technical_error,0,retry,0,0,0.4042
TX013390,C02890,28557,0.468,5,15,825,1,151,UPI,timeout,1,retry,1,28557,0.4568
TX013391,C02891,2912,0.965,3,143,1175,1,290,Wallet,bank_decline,1,reminder,0,0,0.5086
TX013392,C02892,9456,0.264,5,107,1482,1,180,Card,authentication_failed,1,reminder,1,9456,0.3661
TX013393,C02893,19890,0.921,5,83,817,0,386,NetBanking,insufficient_funds,2,retry,0,0,0.2583
TX013394,C02894,11368,0.593,0,57,1303,1,78,Wallet,insufficient_funds,2,retry,0,0,0.3006
TX013395,C02895,27154,0.64,4,108,450,0,356,UPI,insufficient_funds,1,payment_link,0,0,0.3806
TX013396,C02896,14994,0.605,2,102,1140,0,340,UPI,authentication_failed,1,retry,0,0,0.2294
TX013397,C02897,19575,0.829,4,138,1184,1,403,NetBanking,insufficient_funds,2,payment_link,0,0,0.3738
TX013398,C02898,8256,0.353,1,142,264,0,364,UPI,timeout,2,retry,0,0,0.2658
TX013399,C02899,29140,0.386,4,142,893,0,90,UPI,bank_decline,0,reminder,0,0,0.2115
TX013400,C02900,15490,0.289,5,170,1044,1,114,UPI,technical_error,1,payment_link,0,0,0.289
TX013401,C02901,7976,0.56,2,12,1015,0,341,NetBanking,technical_error,0,payment_link,1,7976,0.4849
TX013402,C02902,26637,0.232,5,63,1202,1,99,UPI,insufficient_funds,2,reminder,0,0,0.1984
TX013403,C02903,17715,0.975,2,47,119,0,253,Card,technical_error,1,reminder,1,17715,0.4121
TX013404,C02904,13072,0.552,2,30,667,1,299,Card,insufficient_funds,1,reminder,1,13072,0.4323
TX013405,C02905,16095,0.48,2,131,205,1,301,UPI,authentication_failed,2,payment_link,1,16095,0.27
TX013406,C02906,8634,0.943,2,179,742,0,197,UPI,insufficient_funds,1,retry,0,0,0.2895
TX013407,C02907,8999,0.887,5,84,1442,0,182,NetBanking,timeout,2,retry,1,8999,0.4924
TX013408,C02908,6928,0.375,2,130,1308,1,312,Wallet,timeout,1,payment_link,1,6928,0.3873
TX013409,C02909,23483,0.262,1,130,134,0,176,UPI,authentication_failed,1,payment_link,1,23483,0.1894
TX013410,C02910,10950,0.775,1,85,244,0,238,UPI,timeout,1,retry,1,10950,0.5132
TX013411,C02911,13051,0.487,0,98,740,0,280,Card,technical_error,1,payment_link,0,0,0.3342
TX013412,C02912,21952,0.862,2,25,127,0,63,Card,technical_error,0,retry,1,21952,0.5136
TX013413,C02913,19556,0.503,3,101,675,0,235,UPI,bank_decline,2,payment_link,1,19556,0.1626
TX013414,C02914,6459,0.441,4,60,473,0,148,UPI,timeout,0,payment_link,0,0,0.4976
TX013415,C02915,23509,0.567,5,103,1350,1,297,Card,technical_error,1,reminder,1,23509,0.3947
TX013416,C02916,29387,0.234,1,10,868,1,300,UPI,insufficient_funds,1,reminder,0,0,0.278
TX013417,C02917,21872,0.34,3,51,1173,0,62,Card,bank_decline,2,payment_link,1,21872,0.1077
TX013418,C02918,22429,0.32,1,132,654,1,31,UPI,bank_decline,0,retry,1,22429,0.3399
TX013419,C02919,3191,0.766,3,127,461,1,373,UPI,timeout,2,reminder,0,0,0.3617
TX013420,C02920,12060,0.44,3,87,559,1,149,UPI,authentication_failed,2,payment_link,1,12060,0.355
TX013421,C02921,1846,0.852,3,125,358,0,380,UPI,bank_decline,1,reminder,0,0,0.3612
TX013422,C02922,3711,0.959,2,83,1161,1,379,NetBanking,technical_error,0,payment_link,1,3711,0.7137
TX013423,C02923,24644,0.595,4,139,1225,1,238,Card,timeout,2,retry,0,0,0.368
TX013424,C02924,5160,0.35,5,75,91,1,135,Card,timeout,1,payment_link,1,5160,0.4674
TX013425,C02925,19578,0.212,1,123,1367,1,333,UPI,authentication_failed,0,reminder,0,0,0.321
TX013426,C02926,8879,0.97,4,159,774,0,379,UPI,insufficient_funds,0,retry,0,0,0.3561
TX013427,C02927,4614,0.296,0,49,831,1,188,UPI,technical_error,1,payment_link,1,4614,0.4144
TX013428,C02928,22771,0.796,5,51,105,0,315,UPI,authentication_failed,1,reminder,1,22771,0.3418
TX013429,C02929,4074,0.216,2,107,582,0,87,NetBanking,technical_error,2,retry,0,0,0.2842
TX013430,C02930,27537,0.932,2,28,163,0,22,UPI,bank_decline,2,reminder,0,0,0.2708
TX013431,C02931,15026,0.647,0,55,60,1,182,UPI,timeout,2,payment_link,0,0,0.4011
TX013432,C02932,29199,0.726,4,53,196,0,400,Card,authentication_failed,2,reminder,0,0,0.2065
TX013433,C02933,5502,0.693,3,78,541,1,301,UPI,bank_decline,1,payment_link,1,5502,0.482
TX013434,C02934,25201,0.388,3,46,66,1,251,NetBanking,timeout,1,payment_link,0,0,0.3978
TX013435,C02935,27931,0.295,4,135,96,1,117,NetBanking,timeout,2,reminder,0,0,0.1309
TX013436,C02936,25825,0.868,3,113,522,1,139,UPI,timeout,0,payment_link,1,25825,0.6397
TX013437,C02937,6873,0.643,3,53,898,0,144,UPI,insufficient_funds,2,retry,0,0,0.2325
TX013438,C02938,14355,0.655,0,126,1017,1,79,UPI,timeout,1,retry,0,0,0.486
TX013439,C02939,28322,0.29,0,171,1234,0,40,UPI,timeout,2,reminder,0,0,0.03
TX013440,C02940,2035,0.957,4,125,965,0,90,UPI,technical_error,2,retry,0,0,0.4198
TX013441,C02941,21530,0.757,1,145,1334,1,404,UPI,bank_decline,2,payment_link,0,0,0.2458
TX013442,C02942,15411,0.539,1,73,552,0,341,UPI,authentication_failed,1,payment_link,1,15411,0.3793
